pwsid,year,source_type,source_status,number_of_sources
CA1510703,2022,surface water,approved,0
CA1510703,2022,purchased groundwater,approved,0
CA1510703,2022,purchased surface water,approved,0
CA1510703,2022,standby sources,approved,0
CA1510703,2022,emergency interties,approved,1
CA1510703,2022,inactive,approved,19
CA1510703,2022,proposed,approved,0
CA1610700,2022,groundwater,approved,1
CA1610700,2022,surface water,approved,1
CA1610700,2022,purchased groundwater,approved,0
CA1610700,2022,purchased surface water,approved,0
CA1610700,2022,standby sources,approved,0
CA1610700,2022,emergency interties,approved,0
CA1610700,2022,inactive,approved,5
CA1610700,2022,proposed,approved,0
CA2710702,2022,groundwater,approved,3
CA2710702,2022,surface water,approved,0
CA2710702,2022,purchased groundwater,approved,0
CA2710702,2022,purchased surface water,approved,0
CA2710702,2022,standby sources,approved,0
CA2710702,2022,emergency interties,approved,0
CA2710702,2022,inactive,approved,5
CA2710702,2022,proposed,approved,0
CA3610703,2022,groundwater,approved,13
CA3610703,2022,surface water,approved,0
CA3610703,2022,purchased groundwater,approved,0
CA3610703,2022,purchased surface water,approved,0
CA3610703,2022,standby sources,approved,0
CA3610703,2022,emergency interties,approved,0
CA3610703,2022,inactive,approved,1
CA3610703,2022,proposed,approved,0
CA3610705,2022,groundwater,approved,8
CA3610705,2022,surface water,approved,0
CA3610705,2022,purchased groundwater,approved,0
CA3610705,2022,purchased surface water,approved,0
CA3610705,2022,standby sources,approved,0
CA3610705,2022,emergency interties,approved,0
CA3610705,2022,inactive,approved,9
CA3610705,2022,proposed,approved,0
CA3710700,2022,groundwater,approved,4
CA3710700,2022,surface water,approved,0
CA3710700,2022,purchased groundwater,approved,0
CA3710700,2022,purchased surface water,approved,0
CA3710700,2022,standby sources,approved,3
CA3710700,2022,emergency interties,approved,1
CA3710700,2022,inactive,approved,8
CA3710700,2022,proposed,approved,0
CA3710702,2022,groundwater,approved,12
CA3710702,2022,surface water,approved,0
CA3710702,2022,purchased groundwater,approved,0
CA3710702,2022,purchased surface water,approved,0
CA3710702,2022,standby sources,approved,0
CA3710702,2022,emergency interties,approved,1
CA3710702,2022,inactive,approved,21
CA3710702,2022,proposed,approved,0
CA3710750,2022,groundwater,approved,0
CA3710750,2022,surface water,approved,0
CA3710750,2022,purchased groundwater,approved,0
CA3710750,2022,purchased surface water,approved,1
CA3710750,2022,standby sources,approved,0
CA3710750,2022,emergency interties,approved,2
CA3710750,2022,inactive,approved,0
CA3710750,2022,proposed,approved,0
CA4210700,2022,groundwater,approved,4
CA4210700,2022,surface water,approved,0
CA4210700,2022,purchased groundwater,approved,0
CA4210700,2022,purchased surface water,approved,1
CA4210700,2022,standby sources,approved,0
CA4210700,2022,emergency interties,approved,0
CA4210700,2022,inactive,approved,9
CA4210700,2022,proposed,approved,0
CA4810701,2022,groundwater,approved,5
CA4810701,2022,surface water,approved,0
CA4810701,2022,purchased groundwater,approved,0
CA4810701,2022,purchased surface water,approved,1
CA4810701,2022,standby sources,approved,0
CA4810701,2022,emergency interties,approved,0
CA4810701,2022,inactive,approved,5
CA4810701,2022,proposed,approved,0
CA5810700,2022,groundwater,approved,6
CA5810700,2022,surface water,approved,0
CA5810700,2022,purchased groundwater,approved,0
CA5810700,2022,purchased surface water,approved,0
CA5810700,2022,standby sources,approved,0
CA5810700,2022,emergency interties,approved,0
CA5810700,2022,inactive,approved,3
CA5810700,2022,proposed,approved,0
CA0110001,2022,groundwater,new,0
CA0110001,2022,surface water,new,0
CA0110001,2022,purchased groundwater,new,0
CA0110001,2022,purchased surface water,new,0
CA0110001,2022,standby sources,new,0
CA0110001,2022,emergency interties,new,0
CA0110003,2022,groundwater,new,NA
CA0110003,2022,surface water,new,NA
CA0110003,2022,purchased groundwater,new,NA
CA0110003,2022,purchased surface water,new,NA
CA0110003,2022,standby sources,new,NA
CA0110003,2022,emergency interties,new,NA
CA0110005,2022,groundwater,new,1
CA0110005,2022,surface water,new,NA
CA0110005,2022,purchased groundwater,new,NA
CA0110005,2022,purchased surface water,new,NA
CA0110005,2022,standby sources,new,NA
CA0110005,2022,emergency interties,new,NA
CA0110006,2022,groundwater,new,NA
CA0110006,2022,surface water,new,NA
CA0110006,2022,purchased groundwater,new,NA
CA0110006,2022,purchased surface water,new,NA
CA0110006,2022,standby sources,new,NA
CA0110006,2022,emergency interties,new,NA
CA0110008,2022,groundwater,new,0
CA0110008,2022,surface water,new,0
CA0110008,2022,purchased groundwater,new,0
CA0110008,2022,purchased surface water,new,0
CA0110008,2022,standby sources,new,0
CA0110008,2022,emergency interties,new,0
CA0110009,2022,groundwater,new,0
CA0110009,2022,surface water,new,0
CA0110009,2022,purchased groundwater,new,0
CA0110009,2022,purchased surface water,new,0
CA0110009,2022,standby sources,new,0
CA0110009,2022,emergency interties,new,0
CA0110011,2022,groundwater,new,NA
CA0110011,2022,surface water,new,NA
CA0110011,2022,purchased groundwater,new,NA
CA0110011,2022,purchased surface water,new,6
CA0110011,2022,standby sources,new,1
CA0110011,2022,emergency interties,new,5
CA0210002,2022,groundwater,new,NA
CA0210002,2022,surface water,new,NA
CA0210002,2022,purchased groundwater,new,NA
CA0210002,2022,purchased surface water,new,NA
CA0210002,2022,standby sources,new,NA
CA0210002,2022,emergency interties,new,NA
CA0300037,2022,groundwater,new,NA
CA0300037,2022,surface water,new,NA
CA0300037,2022,purchased groundwater,new,NA
CA0300037,2022,purchased surface water,new,NA
CA0300037,2022,standby sources,new,NA
CA0300037,2022,emergency interties,new,NA
CA0310001,2022,groundwater,new,NA
CA0310001,2022,surface water,new,NA
CA0310001,2022,purchased groundwater,new,NA
CA0310001,2022,purchased surface water,new,NA
CA0310001,2022,standby sources,new,NA
CA0310001,2022,emergency interties,new,NA
CA0310002,2022,groundwater,new,0
CA0310002,2022,surface water,new,0
CA0310002,2022,purchased groundwater,new,0
CA0310002,2022,purchased surface water,new,0
CA0310002,2022,standby sources,new,0
CA0310002,2022,emergency interties,new,0
CA0310003,2022,groundwater,new,0
CA0310003,2022,surface water,new,0
CA0310003,2022,purchased groundwater,new,0
CA0310003,2022,purchased surface water,new,0
CA0310003,2022,standby sources,new,0
CA0310003,2022,emergency interties,new,0
CA0310012,2022,groundwater,new,0
CA0310012,2022,surface water,new,0
CA0310012,2022,purchased groundwater,new,0
CA0310012,2022,purchased surface water,new,0
CA0310012,2022,standby sources,new,0
CA0310012,2022,emergency interties,new,0
CA0410002,2022,groundwater,new,NA
CA0410002,2022,surface water,new,NA
CA0410002,2022,purchased groundwater,new,NA
CA0410002,2022,purchased surface water,new,NA
CA0410002,2022,standby sources,new,NA
CA0410002,2022,emergency interties,new,NA
CA0410004,2022,groundwater,new,NA
CA0410004,2022,surface water,new,NA
CA0410004,2022,purchased groundwater,new,NA
CA0410004,2022,purchased surface water,new,NA
CA0410004,2022,standby sources,new,NA
CA0410004,2022,emergency interties,new,NA
CA0410005,2022,groundwater,new,NA
CA0410005,2022,surface water,new,NA
CA0410005,2022,purchased groundwater,new,NA
CA0410005,2022,purchased surface water,new,NA
CA0410005,2022,standby sources,new,NA
CA0410005,2022,emergency interties,new,NA
CA0410006,2022,groundwater,new,NA
CA0410006,2022,surface water,new,NA
CA0410006,2022,purchased groundwater,new,NA
CA0410006,2022,purchased surface water,new,NA
CA0410006,2022,standby sources,new,NA
CA0410006,2022,emergency interties,new,NA
CA0410007,2022,groundwater,new,0
CA0410007,2022,surface water,new,0
CA0410007,2022,purchased groundwater,new,0
CA0410007,2022,purchased surface water,new,0
CA0410007,2022,standby sources,new,0
CA0410007,2022,emergency interties,new,0
CA0410008,2022,groundwater,new,NA
CA0410008,2022,surface water,new,NA
CA0410008,2022,purchased groundwater,new,NA
CA0410008,2022,purchased surface water,new,NA
CA0410008,2022,standby sources,new,NA
CA0410008,2022,emergency interties,new,NA
CA0410011,2022,groundwater,new,0
CA0410011,2022,surface water,new,0
CA0410011,2022,purchased groundwater,new,0
CA0410011,2022,purchased surface water,new,0
CA0410011,2022,standby sources,new,0
CA0410011,2022,emergency interties,new,0
CA0510001,2022,groundwater,new,0
CA0510001,2022,surface water,new,0
CA0510001,2022,purchased groundwater,new,0
CA0510001,2022,purchased surface water,new,0
CA0510001,2022,standby sources,new,0
CA0510001,2022,emergency interties,new,0
CA0510002,2022,groundwater,new,NA
CA0510002,2022,surface water,new,NA
CA0510002,2022,purchased groundwater,new,NA
CA0510002,2022,purchased surface water,new,NA
CA0510002,2022,standby sources,new,NA
CA0510002,2022,emergency interties,new,NA
CA0510003,2022,groundwater,new,NA
CA0510003,2022,surface water,new,NA
CA0510003,2022,purchased groundwater,new,NA
CA0510003,2022,purchased surface water,new,NA
CA0510003,2022,standby sources,new,NA
CA0510003,2022,emergency interties,new,NA
CA0510006,2022,groundwater,new,NA
CA0510006,2022,surface water,new,NA
CA0510006,2022,purchased groundwater,new,NA
CA0510006,2022,purchased surface water,new,NA
CA0510006,2022,standby sources,new,NA
CA0510006,2022,emergency interties,new,NA
CA0510009,2022,groundwater,new,NA
CA0510009,2022,surface water,new,NA
CA0510009,2022,purchased groundwater,new,NA
CA0510009,2022,purchased surface water,new,NA
CA0510009,2022,standby sources,new,NA
CA0510009,2022,emergency interties,new,NA
CA0510016,2022,groundwater,new,NA
CA0510016,2022,surface water,new,NA
CA0510016,2022,purchased groundwater,new,NA
CA0510016,2022,purchased surface water,new,NA
CA0510016,2022,standby sources,new,NA
CA0510016,2022,emergency interties,new,NA
CA0510017,2022,groundwater,new,NA
CA0510017,2022,surface water,new,NA
CA0510017,2022,purchased groundwater,new,NA
CA0510017,2022,purchased surface water,new,NA
CA0510017,2022,standby sources,new,NA
CA0510017,2022,emergency interties,new,NA
CA0610001,2022,groundwater,new,0
CA0610001,2022,surface water,new,0
CA0610001,2022,purchased groundwater,new,0
CA0610001,2022,purchased surface water,new,0
CA0610001,2022,standby sources,new,0
CA0610001,2022,emergency interties,new,0
CA0610002,2022,groundwater,new,NA
CA0610002,2022,surface water,new,NA
CA0610002,2022,purchased groundwater,new,NA
CA0610002,2022,purchased surface water,new,NA
CA0610002,2022,standby sources,new,NA
CA0610002,2022,emergency interties,new,NA
CA0610004,2022,groundwater,new,NA
CA0610004,2022,surface water,new,NA
CA0610004,2022,purchased groundwater,new,NA
CA0610004,2022,purchased surface water,new,NA
CA0610004,2022,standby sources,new,NA
CA0610004,2022,emergency interties,new,NA
CA0710001,2022,groundwater,new,NA
CA0710001,2022,surface water,new,NA
CA0710001,2022,purchased groundwater,new,NA
CA0710001,2022,purchased surface water,new,NA
CA0710001,2022,standby sources,new,NA
CA0710001,2022,emergency interties,new,NA
CA0710002,2022,groundwater,new,NA
CA0710002,2022,surface water,new,NA
CA0710002,2022,purchased groundwater,new,NA
CA0710002,2022,purchased surface water,new,NA
CA0710002,2022,standby sources,new,NA
CA0710002,2022,emergency interties,new,NA
CA0710003,2022,groundwater,new,NA
CA0710003,2022,surface water,new,NA
CA0710003,2022,purchased groundwater,new,NA
CA0710003,2022,purchased surface water,new,NA
CA0710003,2022,standby sources,new,NA
CA0710003,2022,emergency interties,new,NA
CA0710004,2022,groundwater,new,0
CA0710004,2022,surface water,new,0
CA0710004,2022,purchased groundwater,new,0
CA0710004,2022,purchased surface water,new,0
CA0710004,2022,standby sources,new,0
CA0710004,2022,emergency interties,new,0
CA0710006,2022,groundwater,new,0
CA0710006,2022,surface water,new,0
CA0710006,2022,purchased groundwater,new,0
CA0710006,2022,purchased surface water,new,0
CA0710006,2022,standby sources,new,0
CA0710006,2022,emergency interties,new,0
CA0710007,2022,groundwater,new,NA
CA0710007,2022,surface water,new,NA
CA0710007,2022,purchased groundwater,new,NA
CA0710007,2022,purchased surface water,new,NA
CA0710007,2022,standby sources,new,NA
CA0710007,2022,emergency interties,new,NA
CA0710008,2022,groundwater,new,0
CA0710008,2022,surface water,new,0
CA0710008,2022,purchased groundwater,new,0
CA0710008,2022,purchased surface water,new,0
CA0710008,2022,standby sources,new,0
CA0710008,2022,emergency interties,new,0
CA0710009,2022,groundwater,new,0
CA0710009,2022,surface water,new,0
CA0710009,2022,purchased groundwater,new,0
CA0710009,2022,purchased surface water,new,0
CA0710009,2022,standby sources,new,0
CA0710009,2022,emergency interties,new,0
CA0810001,2022,groundwater,new,0
CA0810001,2022,surface water,new,0
CA0810001,2022,purchased groundwater,new,0
CA0810001,2022,purchased surface water,new,0
CA0810001,2022,standby sources,new,0
CA0810001,2022,emergency interties,new,0
CA0910001,2022,groundwater,new,0
CA0910001,2022,surface water,new,0
CA0910001,2022,purchased groundwater,new,0
CA0910001,2022,purchased surface water,new,0
CA0910001,2022,standby sources,new,0
CA0910001,2022,emergency interties,new,0
CA0910002,2022,groundwater,new,0
CA0910002,2022,surface water,new,0
CA0910002,2022,purchased groundwater,new,0
CA0910002,2022,purchased surface water,new,0
CA0910002,2022,standby sources,new,0
CA0910002,2022,emergency interties,new,0
CA0910003,2022,groundwater,new,NA
CA0910003,2022,surface water,new,NA
CA0910003,2022,purchased groundwater,new,NA
CA0910003,2022,purchased surface water,new,NA
CA0910003,2022,standby sources,new,NA
CA0910003,2022,emergency interties,new,NA
CA0910013,2022,groundwater,new,0
CA0910013,2022,surface water,new,0
CA0910013,2022,purchased groundwater,new,0
CA0910013,2022,purchased surface water,new,0
CA0910013,2022,standby sources,new,0
CA0910013,2022,emergency interties,new,0
CA0910015,2022,groundwater,new,0
CA0910015,2022,surface water,new,0
CA0910015,2022,purchased groundwater,new,0
CA0910015,2022,purchased surface water,new,0
CA0910015,2022,standby sources,new,0
CA0910015,2022,emergency interties,new,0
CA1010001,2022,groundwater,new,0
CA1010001,2022,surface water,new,0
CA1010001,2022,purchased groundwater,new,0
CA1010001,2022,purchased surface water,new,0
CA1010001,2022,standby sources,new,0
CA1010001,2022,emergency interties,new,0
CA1010003,2022,groundwater,new,0
CA1010003,2022,surface water,new,0
CA1010003,2022,purchased groundwater,new,0
CA1010003,2022,purchased surface water,new,0
CA1010003,2022,standby sources,new,0
CA1010003,2022,emergency interties,new,0
CA1010004,2022,groundwater,new,NA
CA1010004,2022,surface water,new,NA
CA1010004,2022,purchased groundwater,new,NA
CA1010004,2022,purchased surface water,new,NA
CA1010004,2022,standby sources,new,NA
CA1010004,2022,emergency interties,new,NA
CA1010006,2022,groundwater,new,NA
CA1010006,2022,surface water,new,NA
CA1010006,2022,purchased groundwater,new,NA
CA1010006,2022,purchased surface water,new,NA
CA1010006,2022,standby sources,new,NA
CA1010006,2022,emergency interties,new,NA
CA1010007,2022,groundwater,new,1
CA1010007,2022,surface water,new,NA
CA1010007,2022,purchased groundwater,new,NA
CA1010007,2022,purchased surface water,new,NA
CA1010007,2022,standby sources,new,NA
CA1010007,2022,emergency interties,new,NA
CA1010018,2022,groundwater,new,NA
CA1010018,2022,surface water,new,NA
CA1010018,2022,purchased groundwater,new,NA
CA1010018,2022,purchased surface water,new,NA
CA1010018,2022,standby sources,new,NA
CA1010018,2022,emergency interties,new,NA
CA1010019,2022,groundwater,new,0
CA1010019,2022,surface water,new,NA
CA1010019,2022,purchased groundwater,new,NA
CA1010019,2022,purchased surface water,new,NA
CA1010019,2022,standby sources,new,NA
CA1010019,2022,emergency interties,new,NA
CA1010021,2022,groundwater,new,0
CA1010021,2022,surface water,new,0
CA1010021,2022,purchased groundwater,new,0
CA1010021,2022,purchased surface water,new,0
CA1010021,2022,standby sources,new,0
CA1010021,2022,emergency interties,new,0
CA1010023,2022,groundwater,new,0
CA1010023,2022,surface water,new,0
CA1010023,2022,purchased groundwater,new,0
CA1010023,2022,purchased surface water,new,0
CA1010023,2022,standby sources,new,0
CA1010023,2022,emergency interties,new,0
CA1010024,2022,groundwater,new,NA
CA1010024,2022,surface water,new,NA
CA1010024,2022,purchased groundwater,new,NA
CA1010024,2022,purchased surface water,new,NA
CA1010024,2022,standby sources,new,NA
CA1010024,2022,emergency interties,new,NA
CA1010025,2022,groundwater,new,NA
CA1010025,2022,surface water,new,NA
CA1010025,2022,purchased groundwater,new,NA
CA1010025,2022,purchased surface water,new,NA
CA1010025,2022,standby sources,new,NA
CA1010025,2022,emergency interties,new,NA
CA1010026,2022,groundwater,new,NA
CA1010026,2022,surface water,new,NA
CA1010026,2022,purchased groundwater,new,NA
CA1010026,2022,purchased surface water,new,NA
CA1010026,2022,standby sources,new,NA
CA1010026,2022,emergency interties,new,NA
CA1010027,2022,groundwater,new,0
CA1010027,2022,surface water,new,NA
CA1010027,2022,purchased groundwater,new,NA
CA1010027,2022,purchased surface water,new,NA
CA1010027,2022,standby sources,new,NA
CA1010027,2022,emergency interties,new,NA
CA1010029,2022,groundwater,new,NA
CA1010029,2022,surface water,new,NA
CA1010029,2022,purchased groundwater,new,NA
CA1010029,2022,purchased surface water,new,NA
CA1010029,2022,standby sources,new,NA
CA1010029,2022,emergency interties,new,NA
CA1010034,2022,groundwater,new,0
CA1010034,2022,surface water,new,0
CA1010034,2022,purchased groundwater,new,0
CA1010034,2022,purchased surface water,new,0
CA1010034,2022,standby sources,new,0
CA1010034,2022,emergency interties,new,0
CA1010042,2022,groundwater,new,NA
CA1010042,2022,surface water,new,NA
CA1010042,2022,purchased groundwater,new,NA
CA1010042,2022,purchased surface water,new,NA
CA1010042,2022,standby sources,new,NA
CA1010042,2022,emergency interties,new,NA
CA1010044,2022,groundwater,new,0
CA1010044,2022,surface water,new,0
CA1010044,2022,purchased groundwater,new,0
CA1010044,2022,purchased surface water,new,0
CA1010044,2022,standby sources,new,0
CA1010044,2022,emergency interties,new,0
CA1010339,2022,groundwater,new,0
CA1010339,2022,surface water,new,0
CA1010339,2022,purchased groundwater,new,0
CA1010339,2022,purchased surface water,new,0
CA1010339,2022,standby sources,new,0
CA1010339,2022,emergency interties,new,0
CA1110001,2022,groundwater,new,NA
CA1110001,2022,surface water,new,NA
CA1110001,2022,purchased groundwater,new,NA
CA1110001,2022,purchased surface water,new,NA
CA1110001,2022,standby sources,new,NA
CA1110001,2022,emergency interties,new,NA
CA1110003,2022,groundwater,new,NA
CA1110003,2022,surface water,new,NA
CA1110003,2022,purchased groundwater,new,NA
CA1110003,2022,purchased surface water,new,NA
CA1110003,2022,standby sources,new,NA
CA1110003,2022,emergency interties,new,NA
CA1210001,2022,groundwater,new,0
CA1210001,2022,surface water,new,0
CA1210001,2022,purchased groundwater,new,0
CA1210001,2022,purchased surface water,new,0
CA1210001,2022,standby sources,new,0
CA1210001,2022,emergency interties,new,0
CA1210004,2022,groundwater,new,NA
CA1210004,2022,surface water,new,NA
CA1210004,2022,purchased groundwater,new,NA
CA1210004,2022,purchased surface water,new,NA
CA1210004,2022,standby sources,new,NA
CA1210004,2022,emergency interties,new,NA
CA1210006,2022,groundwater,new,0
CA1210006,2022,surface water,new,0
CA1210006,2022,purchased groundwater,new,0
CA1210006,2022,purchased surface water,new,0
CA1210006,2022,standby sources,new,0
CA1210006,2022,emergency interties,new,0
CA1210009,2022,groundwater,new,NA
CA1210009,2022,surface water,new,NA
CA1210009,2022,purchased groundwater,new,NA
CA1210009,2022,purchased surface water,new,NA
CA1210009,2022,standby sources,new,NA
CA1210009,2022,emergency interties,new,NA
CA1210012,2022,groundwater,new,0
CA1210012,2022,surface water,new,0
CA1210012,2022,purchased groundwater,new,0
CA1210012,2022,purchased surface water,new,0
CA1210012,2022,standby sources,new,0
CA1210012,2022,emergency interties,new,0
CA1210016,2022,groundwater,new,0
CA1210016,2022,surface water,new,0
CA1210016,2022,purchased groundwater,new,0
CA1210016,2022,purchased surface water,new,0
CA1210016,2022,standby sources,new,0
CA1210016,2022,emergency interties,new,0
CA1310001,2022,groundwater,new,0
CA1310001,2022,surface water,new,0
CA1310001,2022,purchased groundwater,new,0
CA1310001,2022,purchased surface water,new,0
CA1310001,2022,standby sources,new,0
CA1310001,2022,emergency interties,new,0
CA1310002,2022,groundwater,new,0
CA1310002,2022,surface water,new,0
CA1310002,2022,purchased groundwater,new,0
CA1310002,2022,purchased surface water,new,0
CA1310002,2022,standby sources,new,0
CA1310002,2022,emergency interties,new,0
CA1310003,2022,groundwater,new,0
CA1310003,2022,surface water,new,0
CA1310003,2022,purchased groundwater,new,0
CA1310003,2022,purchased surface water,new,0
CA1310003,2022,standby sources,new,0
CA1310003,2022,emergency interties,new,0
CA1310004,2022,groundwater,new,0
CA1310004,2022,surface water,new,0
CA1310004,2022,purchased groundwater,new,0
CA1310004,2022,purchased surface water,new,0
CA1310004,2022,standby sources,new,0
CA1310004,2022,emergency interties,new,0
CA1310005,2022,groundwater,new,NA
CA1310005,2022,surface water,new,NA
CA1310005,2022,purchased groundwater,new,NA
CA1310005,2022,purchased surface water,new,NA
CA1310005,2022,standby sources,new,NA
CA1310005,2022,emergency interties,new,NA
CA1310006,2022,groundwater,new,NA
CA1310006,2022,surface water,new,NA
CA1310006,2022,purchased groundwater,new,NA
CA1310006,2022,purchased surface water,new,NA
CA1310006,2022,standby sources,new,NA
CA1310006,2022,emergency interties,new,NA
CA1310007,2022,groundwater,new,NA
CA1310007,2022,surface water,new,NA
CA1310007,2022,purchased groundwater,new,NA
CA1310007,2022,purchased surface water,new,NA
CA1310007,2022,standby sources,new,NA
CA1310007,2022,emergency interties,new,NA
CA1310800,2022,groundwater,new,NA
CA1310800,2022,surface water,new,NA
CA1310800,2022,purchased groundwater,new,NA
CA1310800,2022,purchased surface water,new,NA
CA1310800,2022,standby sources,new,NA
CA1310800,2022,emergency interties,new,NA
CA1310801,2022,groundwater,new,0
CA1310801,2022,surface water,new,0
CA1310801,2022,purchased groundwater,new,0
CA1310801,2022,purchased surface water,new,0
CA1310801,2022,standby sources,new,0
CA1310801,2022,emergency interties,new,0
CA1410001,2022,groundwater,new,0
CA1410001,2022,surface water,new,0
CA1410001,2022,purchased groundwater,new,0
CA1410001,2022,purchased surface water,new,0
CA1410001,2022,standby sources,new,0
CA1410001,2022,emergency interties,new,0
CA1510001,2022,groundwater,new,0
CA1510001,2022,surface water,new,0
CA1510001,2022,purchased groundwater,new,0
CA1510001,2022,purchased surface water,new,0
CA1510001,2022,standby sources,new,0
CA1510001,2022,emergency interties,new,0
CA1510003,2022,groundwater,new,1
CA1510003,2022,surface water,new,NA
CA1510003,2022,purchased groundwater,new,NA
CA1510003,2022,purchased surface water,new,NA
CA1510003,2022,standby sources,new,NA
CA1510003,2022,emergency interties,new,NA
CA1510005,2022,groundwater,new,1
CA1510005,2022,surface water,new,NA
CA1510005,2022,purchased groundwater,new,NA
CA1510005,2022,purchased surface water,new,NA
CA1510005,2022,standby sources,new,NA
CA1510005,2022,emergency interties,new,NA
CA1510006,2022,groundwater,new,0
CA1510006,2022,surface water,new,0
CA1510006,2022,purchased groundwater,new,0
CA1510006,2022,purchased surface water,new,0
CA1510006,2022,standby sources,new,0
CA1510006,2022,emergency interties,new,0
CA1510007,2022,groundwater,new,NA
CA1510007,2022,surface water,new,NA
CA1510007,2022,purchased groundwater,new,NA
CA1510007,2022,purchased surface water,new,NA
CA1510007,2022,standby sources,new,NA
CA1510007,2022,emergency interties,new,NA
CA1510009,2022,groundwater,new,NA
CA1510009,2022,surface water,new,NA
CA1510009,2022,purchased groundwater,new,NA
CA1510009,2022,purchased surface water,new,NA
CA1510009,2022,standby sources,new,NA
CA1510009,2022,emergency interties,new,NA
CA1510012,2022,groundwater,new,0
CA1510012,2022,surface water,new,0
CA1510012,2022,purchased groundwater,new,0
CA1510012,2022,purchased surface water,new,0
CA1510012,2022,standby sources,new,0
CA1510012,2022,emergency interties,new,0
CA1510013,2022,groundwater,new,0
CA1510013,2022,surface water,new,0
CA1510013,2022,purchased groundwater,new,0
CA1510013,2022,purchased surface water,new,0
CA1510013,2022,standby sources,new,0
CA1510013,2022,emergency interties,new,0
CA1510014,2022,groundwater,new,NA
CA1510014,2022,surface water,new,NA
CA1510014,2022,purchased groundwater,new,NA
CA1510014,2022,purchased surface water,new,NA
CA1510014,2022,standby sources,new,NA
CA1510014,2022,emergency interties,new,NA
CA1510015,2022,groundwater,new,NA
CA1510015,2022,surface water,new,NA
CA1510015,2022,purchased groundwater,new,NA
CA1510015,2022,purchased surface water,new,NA
CA1510015,2022,standby sources,new,NA
CA1510015,2022,emergency interties,new,NA
CA1510017,2022,groundwater,new,NA
CA1510017,2022,surface water,new,NA
CA1510017,2022,purchased groundwater,new,NA
CA1510017,2022,purchased surface water,new,NA
CA1510017,2022,standby sources,new,NA
CA1510017,2022,emergency interties,new,NA
CA1510018,2022,groundwater,new,NA
CA1510018,2022,surface water,new,NA
CA1510018,2022,purchased groundwater,new,NA
CA1510018,2022,purchased surface water,new,NA
CA1510018,2022,standby sources,new,NA
CA1510018,2022,emergency interties,new,NA
CA1510019,2022,groundwater,new,NA
CA1510019,2022,surface water,new,NA
CA1510019,2022,purchased groundwater,new,NA
CA1510019,2022,purchased surface water,new,NA
CA1510019,2022,standby sources,new,NA
CA1510019,2022,emergency interties,new,NA
CA1510020,2022,groundwater,new,0
CA1510020,2022,surface water,new,0
CA1510020,2022,purchased groundwater,new,0
CA1510020,2022,purchased surface water,new,0
CA1510020,2022,standby sources,new,0
CA1510020,2022,emergency interties,new,0
CA1510021,2022,groundwater,new,0
CA1510021,2022,surface water,new,NA
CA1510021,2022,purchased groundwater,new,NA
CA1510021,2022,purchased surface water,new,NA
CA1510021,2022,standby sources,new,NA
CA1510021,2022,emergency interties,new,NA
CA1510022,2022,groundwater,new,NA
CA1510022,2022,surface water,new,NA
CA1510022,2022,purchased groundwater,new,NA
CA1510022,2022,purchased surface water,new,NA
CA1510022,2022,standby sources,new,NA
CA1510022,2022,emergency interties,new,NA
CA1510024,2022,groundwater,new,1
CA1510024,2022,surface water,new,0
CA1510024,2022,purchased groundwater,new,0
CA1510024,2022,purchased surface water,new,0
CA1510024,2022,standby sources,new,1
CA1510024,2022,emergency interties,new,0
CA1510025,2022,groundwater,new,NA
CA1510025,2022,surface water,new,NA
CA1510025,2022,purchased groundwater,new,NA
CA1510025,2022,purchased surface water,new,NA
CA1510025,2022,standby sources,new,NA
CA1510025,2022,emergency interties,new,NA
CA1510028,2022,groundwater,new,NA
CA1510028,2022,surface water,new,NA
CA1510028,2022,purchased groundwater,new,NA
CA1510028,2022,purchased surface water,new,NA
CA1510028,2022,standby sources,new,NA
CA1510028,2022,emergency interties,new,NA
CA1510029,2022,groundwater,new,1
CA1510029,2022,surface water,new,NA
CA1510029,2022,purchased groundwater,new,NA
CA1510029,2022,purchased surface water,new,NA
CA1510029,2022,standby sources,new,NA
CA1510029,2022,emergency interties,new,7
CA1510031,2022,groundwater,new,1
CA1510031,2022,surface water,new,NA
CA1510031,2022,purchased groundwater,new,NA
CA1510031,2022,purchased surface water,new,NA
CA1510031,2022,standby sources,new,1
CA1510031,2022,emergency interties,new,NA
CA1510032,2022,groundwater,new,0
CA1510032,2022,surface water,new,0
CA1510032,2022,purchased groundwater,new,0
CA1510032,2022,purchased surface water,new,0
CA1510032,2022,standby sources,new,0
CA1510032,2022,emergency interties,new,0
CA1510033,2022,groundwater,new,NA
CA1510033,2022,surface water,new,NA
CA1510033,2022,purchased groundwater,new,NA
CA1510033,2022,purchased surface water,new,NA
CA1510033,2022,standby sources,new,NA
CA1510033,2022,emergency interties,new,NA
CA1510038,2022,groundwater,new,NA
CA1510038,2022,surface water,new,NA
CA1510038,2022,purchased groundwater,new,NA
CA1510038,2022,purchased surface water,new,NA
CA1510038,2022,standby sources,new,NA
CA1510038,2022,emergency interties,new,NA
CA1510045,2022,groundwater,new,0
CA1510045,2022,surface water,new,0
CA1510045,2022,purchased groundwater,new,0
CA1510045,2022,purchased surface water,new,0
CA1510045,2022,standby sources,new,0
CA1510045,2022,emergency interties,new,0
CA1510055,2022,groundwater,new,NA
CA1510055,2022,surface water,new,NA
CA1510055,2022,purchased groundwater,new,NA
